imdb_id,omdb_title,omdb_year,awards_text,omdb_boxoffice,omdb_imdb_rating,omdb_metascore,omdb_imdb_votes,response_ok,error_msg,fetched_at
tt2932536,47 Meters Down,2017,2 nominations total,"$44,307,191",5.6,52,"63,824",True,,2025-10-29T13:49:19.684835
tt2935510,Ad Astra,2019,Nominated for 1 Oscar. 10 wins & 75 nominations total,"$50,188,370",6.5,80,"274,765",True,,2025-10-29T13:49:20.114137
tt2937898,A Most Violent Year,2014,15 wins & 52 nominations total,"$5,749,134",6.9,79,"80,438",True,,2025-10-29T13:49:20.543210
tt2967224,Hot Pursuit,2015,4 nominations total,"$34,580,201",5.2,31,"55,872",True,,2025-10-29T13:49:21.022015
tt2975578,The Purge: Anarchy,2014,3 wins & 6 nominations total,"$71,962,800",6.4,50,"169,236",True,,2025-10-29T13:49:21.443983
tt2975590,Batman v Superman: Dawn of Justice,2016,14 wins & 33 nominations total,"$330,360,194",6.4,44,"781,615",True,,2025-10-29T13:49:21.870211
tt2978462,Dolphin Tale 2,2014,3 nominations total,"$42,024,533",6.4,58,"10,042",True,,2025-10-29T13:49:22.297028
tt2980516,The Theory of Everything,2014,Won 1 Oscar. 25 wins & 128 nominations total,"$35,893,537",7.7,71,"502,576",True,,2025-10-29T13:49:22.723848
tt2980648,The Hundred-Foot Journey,2014,2 wins & 4 nominations total,"$54,240,821",7.3,55,"90,082",True,,2025-10-29T13:49:23.149945
tt2980706,Planes: Fire & Rescue,2014,Nominated for 1 BAFTA Award6 nominations total,"$59,165,787",5.9,48,"21,135",True,,2025-10-29T13:49:23.575301
tt2994190,Camp X-Ray,2014,6 nominations total,"$13,302",6.9,54,"43,781",True,,2025-10-29T13:49:24.010041
tt3007512,The Water Diviner,2014,14 wins & 15 nominations total,"$4,196,641",7.0,50,"80,121",True,,2025-10-29T13:49:24.453642
tt3014666,Moms' Night Out,2014,1 win total,"$10,429,707",5.3,25,"14,715",True,,2025-10-29T13:49:24.908752
tt3040964,The Jungle Book,2016,Won 1 Oscar. 33 wins & 56 nominations total,"$364,001,123",7.3,77,"301,491",True,,2025-10-29T13:49:25.330139
tt3045616,Mortdecai,2015,1 win & 9 nominations total,"$7,696,134",5.5,27,"78,490",True,,2025-10-29T13:49:25.777491
tt3062096,Inferno,2016,5 wins & 1 nomination total,"$34,343,574",6.2,42,"198,904",True,,2025-10-29T13:49:26.207738
tt3063516,Jackass Presents: Bad Grandpa,2013,Nominated for 1 Oscar. 1 win & 10 nominations total,"$102,003,019",6.5,54,"99,947",True,,2025-10-29T13:49:26.656745
tt3065204,The Conjuring 2,2016,4 wins & 13 nominations total,"$102,516,140",7.3,65,"331,294",True,,2025-10-29T13:49:27.079237
tt3076658,Creed,2015,Nominated for 1 Oscar. 45 wins & 66 nominations total,"$109,778,883",7.6,82,"326,630",True,,2025-10-29T13:49:27.502798
tt3079380,Spy,2015,6 wins & 31 nominations total,"$110,825,712",7.0,75,"270,725",True,,2025-10-29T13:49:27.932623
tt3104988,Crazy Rich Asians,2018,14 wins & 70 nominations total,"$174,837,452",6.9,74,"203,321",True,,2025-10-29T13:49:28.358658
tt3125324,Beyond the Lights,2014,Nominated for 1 Oscar. 4 wins & 26 nominations total,"$14,618,727",6.8,73,"17,945",True,,2025-10-29T13:49:28.782912
tt3152624,Trainwreck,2015,5 wins & 27 nominations total,"$110,225,700",6.2,75,"146,153",True,,2025-10-29T13:49:29.211292
tt3165608,Justin Bieber's Believe,2013,1 nomination,"$6,206,566",1.6,39,"17,945",True,,2025-10-29T13:49:29.635901
tt3181822,The Boy Next Door,2015,1 win & 6 nominations total,"$35,423,380",4.7,30,"47,151",True,,2025-10-29T13:49:30.061248
tt3183660,Fantastic Beasts and Where to Find Them,2016,Won 1 Oscar. 15 wins & 54 nominations total,"$234,037,575",7.2,66,"531,437",True,,2025-10-29T13:49:30.482816
tt3195644,Insidious: Chapter 3,2015,3 wins & 11 nominations total,"$52,218,558",6.1,52,"125,032",True,,2025-10-29T13:49:30.909176
tt3216348,Incarnate,2016,N/A,"$4,799,774",5.3,30,"14,609",True,,2025-10-29T13:49:31.348198
tt3224458,A Beautiful Day in the Neighborhood,2019,Nominated for 1 Oscar. 10 wins & 64 nominations total,"$61,704,055",7.2,80,"92,396",True,,2025-10-29T13:49:31.780253
tt3231054,Risen,2016,3 nominations total,"$36,880,033",6.3,51,"32,068",True,,2025-10-29T13:49:32.211086
tt3263904,Sully,2016,Nominated for 1 Oscar. 14 wins & 36 nominations total,"$125,070,033",7.4,74,"315,970",True,,2025-10-29T13:49:32.633959
tt3276924,Heist,2015,N/A,"$50,136",6.1,37,"33,988",True,,2025-10-29T13:49:33.065055
tt3281548,Little Women,2019,Won 1 Oscar. 73 wins & 230 nominations total,"$108,101,214",7.8,91,"270,557",True,,2025-10-29T13:49:33.503364
tt3289724,Welcome to Marwen,2018,2 wins & 8 nominations total,"$10,763,520",6.2,40,"27,228",True,,2025-10-29T13:49:33.928233
tt3300542,London Has Fallen,2016,1 win & 2 nominations total,"$62,524,260",5.9,28,"177,903",True,,2025-10-29T13:49:34.359020
tt3315342,Logan,2017,Nominated for 1 Oscar. 28 wins & 82 nominations total,"$226,277,068",8.1,77,"905,584",True,,2025-10-29T13:49:34.780732
tt3316948,American Ultra,2015,N/A,"$14,440,985",6.1,50,"98,692",True,,2025-10-29T13:49:35.213852
tt3316960,Still Alice,2014,Won 1 Oscar. 35 wins & 36 nominations total,"$18,754,371",7.5,72,"148,076",True,,2025-10-29T13:49:35.642274
tt3322364,Concussion,2015,4 wins & 16 nominations total,"$34,542,474",7.1,55,"103,389",True,,2025-10-29T13:49:36.065966
tt3322940,Annabelle,2014,3 wins & 7 nominations total,"$84,284,252",5.5,37,"186,283",True,,2025-10-29T13:49:36.498497
tt3332064,Pan,2015,8 nominations total,"$35,088,320",5.7,36,"68,736",True,,2025-10-29T13:49:36.920690
tt3348730,Jigsaw,2017,N/A,"$38,052,832",5.7,39,"99,346",True,,2025-10-29T13:49:37.342500
tt3352390,Friend Request,2016,2 wins & 1 nomination total,"$3,759,078",5.2,31,"28,543",True,,2025-10-29T13:49:37.770437
tt3369806,Max,2015,1 nomination total,"$42,656,255",6.6,47,"29,512",True,,2025-10-29T13:49:38.199004
tt3371366,Transformers: The Last Knight,2017,3 wins & 21 nominations total,"$130,168,683",5.2,27,"181,295",True,,2025-10-29T13:49:38.622551
tt3385516,X-Men: Apocalypse,2016,1 win & 19 nominations total,"$155,442,489",6.8,52,"483,756",True,,2025-10-29T13:49:39.048503
tt3387520,Scary Stories to Tell in the Dark,2019,5 wins & 6 nominations total,"$68,947,075",6.2,61,"89,193",True,,2025-10-29T13:49:39.472105
tt3387542,The Forest,2016,1 win & 1 nomination total,"$26,594,261",4.8,34,"46,521",True,,2025-10-29T13:49:39.899337
tt3393786,Jack Reacher: Never Go Back,2016,1 win total,"$58,697,076",6.2,47,"188,424",True,,2025-10-29T13:49:40.322888
tt3397884,Sicario,2015,Nominated for 3 Oscars. 15 wins & 157 nominations total,"$46,889,293",7.7,82,"520,658",True,,2025-10-29T13:49:40.751032
tt3402236,Murder on the Orient Express,2017,2 wins & 31 nominations total,"$102,826,543",6.5,52,"313,717",True,,2025-10-29T13:49:41.181017
tt3411444,Ferdinand,2017,Nominated for 1 Oscar. 2 wins & 22 nominations total,"$84,410,380",6.7,58,"68,792",True,,2025-10-29T13:49:41.610280
tt3416828,Ice Age: Collision Course,2016,2 wins total,"$64,063,008",5.7,34,"83,066",True,,2025-10-29T13:49:42.036787
tt3450650,Paul Blart: Mall Cop 2,2015,1 win & 9 nominations total,"$71,038,190",4.5,13,"43,474",True,,2025-10-29T13:49:42.460322
tt3450958,War for the Planet of the Apes,2017,Nominated for 1 Oscar. 28 wins & 65 nominations total,"$146,880,162",7.4,82,"318,910",True,,2025-10-29T13:49:42.883993
tt3460252,The Hateful Eight,2015,Won 1 Oscar. 46 wins & 116 nominations total,"$54,117,416",7.8,68,"705,167",True,,2025-10-29T13:49:43.313736
tt3462710,Unforgettable,2017,2 nominations total,"$11,368,012",5.1,45,"17,018",True,,2025-10-29T13:49:43.741965
tt3469046,Despicable Me 3,2017,33 nominations total,"$264,624,300",6.3,49,"173,830",True,,2025-10-29T13:49:44.166806
tt3470600,Sing,2016,3 wins & 25 nominations total,"$270,578,425",7.1,59,"206,430",True,,2025-10-29T13:49:44.594251
tt3486626,The Nut Job 2: Nutty by Nature,2017,1 win & 3 nominations total,"$28,370,522",5.5,36,"7,687",True,,2025-10-29T13:49:45.021220
tt3488710,The Walk,2015,3 wins & 17 nominations total,"$10,137,502",7.3,70,"139,747",True,,2025-10-29T13:49:45.442946
tt3495026,Fan,2016,4 wins & 10 nominations,"$2,300,000",6.8,N/A,"50,180",True,,2025-10-29T13:49:45.869912
tt3498820,Captain America: Civil War,2016,16 wins & 73 nominations total,"$408,084,349",7.8,75,"904,347",True,,2025-10-29T13:49:46.299187
tt3501632,Thor: Ragnarok,2017,6 wins & 50 nominations total,"$315,058,289",7.9,74,"872,520",True,,2025-10-29T13:49:46.723402
tt3513498,The Lego Movie 2: The Second Part,2019,1 win & 16 nominations total,"$105,956,290",6.5,65,"82,329",True,,2025-10-29T13:49:47.151199
tt3513548,Richard Jewell,2019,Nominated for 1 Oscar. 6 wins & 20 nominations total,"$22,345,542",7.5,68,"101,229",True,,2025-10-29T13:49:47.575238
tt3530002,The Night Before,2015,2 nominations total,"$43,047,372",6.4,58,"87,620",True,,2025-10-29T13:49:48.004027
tt3531824,Nerve,2016,5 nominations total,"$38,583,626",6.5,58,"144,418",True,,2025-10-29T13:49:48.437019
tt3532216,American Made,2017,3 nominations total,"$51,342,000",7.1,65,"226,756",True,,2025-10-29T13:49:48.861559
tt3553442,Whiskey Tango Foxtrot,2016,1 nomination total,"$23,083,334",6.6,57,"58,541",True,,2025-10-29T13:49:49.289979
tt3564472,Girls Trip,2017,13 wins & 42 nominations total,"$115,171,585",6.2,71,"42,168",True,,2025-10-29T13:49:49.718666
tt3567288,The Visit,2015,1 win & 14 nominations total,"$65,206,105",6.3,55,"163,760",True,,2025-10-29T13:49:50.142720
tt3612126,The Grudge,2019,2 nominations total,"$21,221,803",4.4,41,"31,413",True,,2025-10-29T13:49:50.569076
tt3614530,Jem and the Holograms,2015,2 nominations,"$2,184,640",4.2,42,"8,405",True,,2025-10-29T13:49:50.994847
tt3622592,Paper Towns,2015,4 wins & 3 nominations total,"$32,000,304",6.2,56,"110,882",True,,2025-10-29T13:49:51.432495
tt3623726,Ricki and the Flash,2015,4 nominations total,"$26,822,144",6.0,54,"25,459",True,,2025-10-29T13:49:51.856911
tt3631112,The Girl on the Train,2016,Nominated for 1 BAFTA Award4 wins & 13 nominations total,"$75,395,035",6.5,48,"206,094",True,,2025-10-29T13:49:52.295013
tt3640424,Allied,2016,Nominated for 1 Oscar. 1 win & 10 nominations total,"$40,098,064",7.1,60,"176,688",True,,2025-10-29T13:49:52.724951
tt3659388,The Martian,2015,Nominated for 7 Oscars. 40 wins & 199 nominations total,"$228,433,663",8.0,80,"979,541",True,,2025-10-29T13:49:53.152168
tt3682448,Bridge of Spies,2015,Won 1 Oscar. 30 wins & 105 nominations total,"$72,313,754",7.6,81,"340,115",True,,2025-10-29T13:49:53.574247
tt3691740,The BFG,2016,Nominated for 1 BAFTA Award4 wins & 26 nominations total,"$55,483,770",6.3,66,"97,869",True,,2025-10-29T13:49:54.010201
tt3702088,Daisy Winters,2017,N/A,"$123,773",6.5,N/A,372,True,,2025-10-29T13:49:54.438505
tt3707106,By the Sea,2015,1 win & 2 nominations total,"$538,460",5.3,45,"23,130",True,,2025-10-29T13:49:54.884126
tt3713166,Unfriended,2014,3 wins & 6 nominations total,"$32,482,090",5.6,59,"85,441",True,,2025-10-29T13:49:55.310770
tt3717252,Underworld: Blood Wars,2016,N/A,"$30,353,973",5.8,23,"84,352",True,,2025-10-29T13:49:55.805337
tt3717490,Power Rangers,2017,6 nominations total,"$85,364,450",5.9,44,"117,325",True,,2025-10-29T13:49:56.238128
tt3731562,Kong: Skull Island,2017,Nominated for 1 Oscar. 1 win & 22 nominations total,"$168,052,812",6.7,62,"367,774",True,,2025-10-29T13:49:56.669065
tt3741700,Godzilla: King of the Monsters,2019,5 wins & 14 nominations total,"$110,500,138",6.0,48,"222,616",True,,2025-10-29T13:49:57.094125
tt3741834,Lion,2016,Nominated for 6 Oscars. 59 wins & 110 nominations total,"$51,738,905",8.0,69,"261,221",True,,2025-10-29T13:49:57.518080
tt3748528,Rogue One: A Star Wars Story,2016,Nominated for 2 Oscars. 24 wins & 85 nominations total,"$533,539,991",7.8,65,"737,143",True,,2025-10-29T13:49:57.945116
tt3766354,The Equalizer 2,2018,1 win & 4 nominations total,"$102,084,362",6.7,50,"222,125",True,,2025-10-29T13:49:58.369923
tt3774114,Snowden,2016,4 wins & 7 nominations total,"$21,587,519",7.3,58,"169,454",True,,2025-10-29T13:49:58.795044
tt3774694,Love,2015,2 wins & 1 nomination total,"$249,083",6.1,51,"72,496",True,,2025-10-29T13:49:59.240399
tt3778644,Solo: A Star Wars Story,2018,Nominated for 1 Oscar. 6 wins & 26 nominations total,"$213,767,512",6.9,62,"401,121",True,,2025-10-29T13:49:59.661276
tt3783958,La La Land,2016,Won 6 Oscars. 242 wins & 307 nominations total,"$151,101,803",8.0,94,"735,553",True,,2025-10-29T13:50:00.088487
tt3794354,Sonic the Hedgehog,2020,3 wins & 12 nominations total,"$148,974,665",6.5,47,"185,523",True,,2025-10-29T13:50:00.511440
tt3799694,The Nice Guys,2016,9 wins & 34 nominations total,"$36,261,763",7.4,70,"401,775",True,,2025-10-29T13:50:00.935434
tt3829266,The Predator,2018,1 win & 8 nominations total,"$51,024,708",5.3,48,"156,053",True,,2025-10-29T13:50:01.359073
tt3829920,Only the Brave,2017,3 nominations total,"$18,343,983",7.6,72,"85,788",True,,2025-10-29T13:50:01.785090
tt3832914,War Room,2015,5 wins total,"$67,790,117",6.5,26,"17,250",True,,2025-10-29T13:50:02.211883
tt3850214,Dope,2015,5 wins & 25 nominations total,"$17,506,470",7.2,72,"91,128",True,,2025-10-29T13:50:02.638344
tt3850590,Krampus,2015,5 wins & 14 nominations total,"$42,725,475",6.2,49,"91,083",True,,2025-10-29T13:50:03.072122
tt3861390,Dumbo,2019,4 wins & 13 nominations total,"$114,766,307",6.2,51,"87,012",True,,2025-10-29T13:50:03.503222
tt3862750,The Perfect Guy,2015,3 wins & 3 nominations total,"$57,027,435",5.6,36,"11,696",True,,2025-10-29T13:50:03.925253
tt3864056,The Goldfinch,2019,3 nominations total,"$5,332,621",6.4,40,"28,568",True,,2025-10-29T13:50:04.354434
tt3882082,The Boy,2016,6 nominations total,"$35,819,556",6.0,42,"105,878",True,,2025-10-29T13:50:04.784775
tt3890160,Baby Driver,2017,Nominated for 3 Oscars. 43 wins & 66 nominations total,"$107,825,862",7.5,86,"665,313",True,,2025-10-29T13:50:05.207828
tt3896198,Guardians of the Galaxy Vol. 2,2017,Nominated for 1 Oscar. 15 wins & 60 nominations total,"$389,813,101",7.6,67,"809,834",True,,2025-10-29T13:50:05.631625
tt3922818,The Space Between Us,2017,4 nominations total,"$7,885,294",6.4,33,"57,962",True,,2025-10-29T13:50:06.059823
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,10 nominations total,"$82,051,601",5.9,40,"104,594",True,,2025-10-29T13:50:06.483182
tt4030600,The Bye Bye Man,2017,N/A,"$22,395,806",4.3,37,"26,866",True,,2025-10-29T13:50:06.906499
tt4034228,Manchester by the Sea,2016,Won 2 Oscars. 128 wins & 268 nominations total,"$47,695,371",7.8,96,"343,388",True,,2025-10-29T13:50:07.330207
tt4046784,Maze Runner: The Scorch Trials,2015,2 wins & 5 nominations total,"$81,697,192",6.3,43,"297,358",True,,2025-10-29T13:50:07.751712
tt4052882,The Shallows,2016,1 win & 15 nominations total,"$55,124,043",6.3,59,"150,701",True,,2025-10-29T13:50:08.175284
tt4073790,The Darkest Minds,2018,1 win & 3 nominations total,"$12,695,691",5.7,39,"39,140",True,,2025-10-29T13:50:08.599325
tt4094724,The Purge: Election Year,2016,6 nominations total,"$79,213,375",6.0,55,"116,754",True,,2025-10-29T13:50:09.032918
tt4103724,Forever My Girl,2018,N/A,"$16,376,066",6.6,36,"24,147",True,,2025-10-29T13:50:09.461120
tt4116284,The Lego Batman Movie,2017,13 wins & 68 nominations total,"$175,936,671",7.3,75,"186,431",True,,2025-10-29T13:50:09.894755
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,Nominated for 2 BAFTA 3 wins & 22 nominations total,"$159,555,901",6.5,52,"325,084",True,,2025-10-29T13:50:10.315448
tt4126476,After,2019,4 wins total,"$12,138,565",5.3,30,"71,640",True,,2025-10-29T13:50:10.739332
tt4131800,My Little Pony: The Movie,2017,5 wins & 6 nominations total,"$21,885,107",6.1,39,"8,681",True,,2025-10-29T13:50:11.163381
tt4136084,Florence Foster Jenkins,2016,Nominated for 2 Oscars. 10 wins & 48 nominations total,"$27,383,770",6.8,71,"61,582",True,,2025-10-29T13:50:11.591625
tt4139124,Keanu,2016,4 wins & 5 nominations total,"$20,591,853",6.2,63,"53,961",True,,2025-10-29T13:50:12.022805
tt4150494,The Here After,2015,12 wins & 17 nominations,N/A,6.4,N/A,"1,569",True,,2025-10-29T13:50:12.446076
tt4154664,Captain Marvel,2019,10 wins & 56 nominations total,"$426,829,839",6.7,64,"642,599",True,,2025-10-29T13:50:12.867235
tt4154796,Avengers: Endgame,2019,Nominated for 1 Oscar. 70 wins & 132 nominations total,"$858,373,000",8.4,78,"1,390,337",True,,2025-10-29T13:50:13.299034
tt4160708,Don't Breathe,2016,7 wins & 21 nominations total,"$89,217,875",7.1,71,"322,928",True,,2025-10-29T13:50:13.727095
tt4172430,13 Hours: The Secret Soldiers of Benghazi,2016,Nominated for 1 Oscar. 5 nominations total,"$52,853,219",7.3,48,"174,773",True,,2025-10-29T13:50:14.155740
tt4178092,The Gift,2015,2 wins & 12 nominations total,"$43,787,265",7.0,77,"180,833",True,,2025-10-29T13:50:14.580909
tt4196450,The Birth of a Nation,2016,5 wins & 32 nominations total,"$15,861,566",6.5,69,"22,470",True,,2025-10-29T13:50:15.006174
tt4196776,Jason Bourne,2016,3 wins & 20 nominations total,"$162,434,410",6.6,58,"252,924",True,,2025-10-29T13:50:15.429086
tt4217392,Kung Fu Yoga,2017,1 nomination total,"$362,657",5.2,50,"12,033",True,,2025-10-29T13:50:15.871458
tt4218572,Widows,2018,Nominated for 1 BAFTA Award18 wins & 107 nominations total,"$42,402,632",6.8,84,"107,341",True,,2025-10-29T13:50:16.302837
tt4244998,Alpha,2018,2 wins total,"$35,857,181",6.6,63,"70,207",True,,2025-10-29T13:50:16.732093
tt4257926,Miracles from Heaven,2016,2 wins & 5 nominations total,"$61,705,123",7.1,44,"30,792",True,,2025-10-29T13:50:17.159233
tt4263482,The Witch,2015,43 wins & 72 nominations total,"$25,138,705",7.0,84,"340,090",True,,2025-10-29T13:50:17.592057
tt4270516,Grandma,2015,6 wins & 13 nominations total,"$6,980,524",6.7,77,"17,548",True,,2025-10-29T13:50:18.015777
tt4276752,Mojin: The Lost Legend,2015,7 wins & 11 nominations total,"$1,243,810",5.9,48,"4,593",True,,2025-10-29T13:50:18.440925
tt4287320,The Circle,2017,4 wins & 1 nomination total,"$20,497,844",5.4,43,"103,771",True,,2025-10-29T13:50:18.865374
tt4302938,Kubo and the Two Strings,2016,Nominated for 2 Oscars. 33 wins & 67 nominations total,"$48,023,088",7.7,84,"143,143",True,,2025-10-29T13:50:19.288044
tt4337690,90 Minutes in Heaven,2015,N/A,"$4,842,699",4.9,28,"4,594",True,,2025-10-29T13:50:19.711484
tt4341582,Queen of Katwe,2016,4 wins & 30 nominations total,"$8,874,389",7.4,73,"19,425",True,,2025-10-29T13:50:20.150366
tt4361050,Ouija: Origin of Evil,2016,2 wins & 7 nominations total,"$35,144,505",6.2,65,"80,509",True,,2025-10-29T13:50:20.573814
tt4364194,The Peanut Butter Falcon,2019,21 wins & 16 nominations total,"$20,457,158",7.6,70,"115,635",True,,2025-10-29T13:50:21.000156
tt4383594,Nine Lives,2016,N/A,"$19,700,032",5.3,11,"25,317",True,,2025-10-29T13:50:21.431208
tt4463894,Shaft,2019,N/A,"$21,360,215",6.4,40,"61,119",True,,2025-10-29T13:50:21.868801
tt4465564,Fifty Shades Darker,2017,3 wins & 13 nominations total,"$114,581,250",4.6,33,"118,174",True,,2025-10-29T13:50:22.300619
tt4477536,Fifty Shades Freed,2018,6 wins & 10 nominations total,"$100,407,760",4.6,31,"80,950",True,,2025-10-29T13:50:22.734294
tt4481414,Gifted,2017,6 wins & 7 nominations total,"$24,801,212",7.6,60,"154,507",True,,2025-10-29T13:50:23.160113
tt4481514,The House,2017,1 win total,"$25,584,504",5.6,30,"48,372",True,,2025-10-29T13:50:23.584411
tt4486986,All I See Is You,2016,1 nomination total,"$217,644",5.4,43,"13,951",True,,2025-10-29T13:50:24.011645
tt4500922,Maze Runner: The Death Cure,2018,7 nominations total,"$58,032,443",6.3,50,"181,539",True,,2025-10-29T13:50:24.437214
tt4501244,Why Him?,2016,1 win total,"$60,323,786",6.2,39,"131,421",True,,2025-10-29T13:50:24.862328
tt4504044,The Prodigy,2019,1 win & 1 nomination total,"$14,856,291",5.9,45,"30,081",True,,2025-10-29T13:50:25.289418
tt4520364,Morgan,2016,2 nominations total,"$3,915,251",5.9,48,"49,026",True,,2025-10-29T13:50:25.713784
tt4520988,Frozen II,2019,Nominated for 1 Oscar. 18 wins & 95 nominations total,"$477,373,578",6.8,64,"212,026",True,,2025-10-29T13:50:26.414711
tt4530422,Overlord,2018,2 wins & 7 nominations total,"$21,704,844",6.6,60,"112,163",True,,2025-10-29T13:50:26.837118
tt4532826,Robin Hood,2018,4 nominations total,"$30,824,628",5.3,32,"83,968",True,,2025-10-29T13:50:27.264778
tt4537896,White Boy Rick,2018,2 nominations total,"$24,011,188",6.5,59,"47,468",True,,2025-10-29T13:50:27.694099
tt4560436,Mile 22,2018,1 win total,"$36,108,758",6.1,38,"92,078",True,,2025-10-29T13:50:28.125012
tt4572514,Patriots Day,2016,2 wins & 3 nominations total,"$31,886,361",7.3,69,"119,811",True,,2025-10-29T13:50:28.562405
tt4573516,Sleight,2016,3 nominations total,"$3,986,245",5.9,62,"9,466",True,,2025-10-29T13:50:28.988649
tt4575576,Christopher Robin,2018,Nominated for 1 Oscar. 2 wins & 13 nominations total,"$99,215,042",7.2,60,"89,262",True,,2025-10-29T13:50:29.416099
tt4587656,The Star,2017,2 wins & 6 nominations total,"$40,896,334",6.3,42,"10,328",True,,2025-10-29T13:50:29.845175
tt4624424,Storks,2016,5 wins & 4 nominations total,"$72,800,603",6.8,56,"71,046",True,,2025-10-29T13:50:30.269668
tt4630562,The Fate of the Furious,2017,2 wins & 16 nominations total,"$226,008,385",6.6,56,"268,529",True,,2025-10-29T13:50:30.692520
tt4633694,Spider-Man: Into the Spider-Verse,2018,Won 1 Oscar. 85 wins & 60 nominations total,"$190,241,310",8.4,87,"754,444",True,,2025-10-29T13:50:31.121455
tt4643580,Huevos: Little Rooster's Egg-cellent Adventure,2015,1 win & 4 nominations,"$9,080,818",5.7,N/A,"1,262",True,,2025-10-29T13:50:31.552003
tt4648786,Harriet,2019,Nominated for 2 Oscars. 21 wins & 56 nominations total,"$43,082,155",6.7,66,"34,447",True,,2025-10-29T13:50:31.978455
tt4649416,Almost Christmas,2016,3 nominations,"$42,158,780",6.2,55,"8,203",True,,2025-10-29T13:50:32.421221
tt4649466,Kingsman: The Golden Circle,2017,2 wins & 14 nominations total,"$100,234,838",6.7,44,"392,563",True,,2025-10-29T13:50:32.845089
tt4651520,Bad Moms,2016,3 wins & 5 nominations total,"$113,257,297",6.2,60,"139,491",True,,2025-10-29T13:50:33.291561
tt4663548,All Saints,2017,1 win & 1 nomination total,"$5,802,208",6.3,63,"2,115",True,,2025-10-29T13:50:33.720456
tt4669186,Kevin Hart: What Now?,2016,1 nomination.,"$23,591,043",6.0,60,"10,065",True,,2025-10-29T13:50:34.141753
tt4682786,Collateral Beauty,2016,1 win & 6 nominations total,"$31,016,021",6.8,23,"107,736",True,,2025-10-29T13:50:34.566505
tt4701182,Bumblebee,2018,2 wins & 13 nominations total,"$127,195,589",6.7,66,"203,442",True,,2025-10-29T13:50:35.013283
tt4731136,A Cure for Wellness,2016,4 wins & 5 nominations total,"$8,106,986",6.4,47,"115,185",True,,2025-10-29T13:50:35.443512
tt4761916,Unfriended: Dark Web,2018,N/A,"$8,866,745",6.0,53,"41,894",True,,2025-10-29T13:50:35.868405
tt4765284,Pitch Perfect 3,2017,4 wins & 6 nominations total,"$104,897,530",5.8,40,"76,229",True,,2025-10-29T13:50:36.290239
tt4776998,The Promise,2016,3 wins & 8 nominations total,"$8,224,288",6.1,49,"179,878",True,,2025-10-29T13:50:36.740295
tt4777008,Maleficent: Mistress of Evil,2019,Nominated for 1 Oscar. 1 win & 11 nominations total,"$113,929,605",6.6,43,"128,316",True,,2025-10-29T13:50:37.166611
tt4779682,The Meg,2018,5 wins & 6 nominations total,"$145,522,784",5.7,46,"222,722",True,,2025-10-29T13:50:37.589222
tt4786282,Lights Out,2016,3 wins & 9 nominations total,"$67,268,835",6.3,58,"149,383",True,,2025-10-29T13:50:38.014681
tt4799050,Rough Night,2017,1 win & 1 nomination total,"$22,105,643",5.2,51,"57,827",True,,2025-10-29T13:50:38.441114
tt4807408,The Best of Enemies,2019,5 nominations total,"$10,205,616",7.3,49,"20,870",True,,2025-10-29T13:50:38.876487
tt4824302,Mother's Day,2016,1 win & 6 nominations total,"$32,492,859",5.7,18,"41,449",True,,2025-10-29T13:50:39.303226
tt4832640,Sultan,2016,17 wins & 39 nominations,"$6,200,000",7.1,N/A,"53,442",True,,2025-10-29T13:50:39.725807
tt4846340,Hidden Figures,2016,Nominated for 3 Oscars. 37 wins & 94 nominations total,"$169,607,287",7.8,74,"278,285",True,,2025-10-29T13:50:40.148941
tt4847546,Blood Feast,2016,N/A,"$8,708",3.8,N/A,"1,152",True,,2025-10-29T13:50:40.575921
tt4877122,The Emoji Movie,2017,6 wins & 4 nominations total,"$86,089,513",3.5,12,"76,999",True,,2025-10-29T13:50:41.002766
tt4881806,Jurassic World: Fallen Kingdom,2018,5 wins & 26 nominations total,"$417,719,760",6.1,51,"371,687",True,,2025-10-29T13:50:41.428220
tt4912910,Mission: Impossible - Fallout,2018,Nominated for 1 BAFTA Award26 wins & 41 nominations total,"$220,159,104",7.7,87,"410,275",True,,2025-10-29T13:50:41.855912
tt4913966,The Curse of La Llorona,2019,1 win & 7 nominations total,"$54,733,739",5.3,41,"63,754",True,,2025-10-29T13:50:42.278975
tt4916630,Just Mercy,2019,9 wins & 19 nominations total,"$36,001,502",7.6,68,"81,584",True,,2025-10-29T13:50:42.702594
tt4972582,Split,2016,10 wins & 27 nominations total,"$138,291,365",7.3,63,"605,255",True,,2025-10-29T13:50:43.129431
tt4975722,Moonlight,2016,Won 3 Oscars. 235 wins & 310 nominations total,"$27,854,932",7.4,99,"346,242",True,,2025-10-29T13:50:43.554312
tt4981636,Middle School: The Worst Years of My Life,2016,5 nominations total,"$20,007,149",6.1,51,"10,263",True,,2025-10-29T13:50:43.992813
tt5001718,"Everything, Everything",2017,2 wins & 5 nominations total,"$34,121,140",6.3,52,"43,790",True,,2025-10-29T13:50:44.417058
tt5013056,Dunkirk,2017,Won 3 Oscars. 68 wins & 236 nominations total,"$189,740,665",7.8,94,"788,177",True,,2025-10-29T13:50:44.843393
